id,name,supertype,subtypes,hp,types,rarity,artist,attacks_count,attacks_damage,converted_retreat_cost,set_id,set_name,series,release_date,set_total
gym1-97,Blaine's Quiz #1,Trainer,,,,Rare,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-98,Brock,Trainer,,,,Rare,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-99,Charity,Trainer,,,,Rare,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-100,Erika,Trainer,,,,Rare,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-101,Lt. Surge,Trainer,,,,Rare,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-102,Misty,Trainer,,,,Rare,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-103,No Removal Gym,Trainer,Stadium,,,Rare,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-104,The Rocket's Training Gym,Trainer,Stadium,,,Rare,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-105,Blaine's Last Resort,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-106,Brock's Training Method,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-107,Celadon City Gym,Trainer,Stadium,,,Uncommon,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-108,Cerulean City Gym,Trainer,Stadium,,,Uncommon,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-109,Erika's Maids,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-110,Erika's Perfume,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-111,Good Manners,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-112,Lt. Surge's Treaty,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-113,Minion of Team Rocket,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-114,Misty's Wrath,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-115,Pewter City Gym,Trainer,Stadium,,,Uncommon,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-116,Recall,Trainer,,,,Uncommon,Sumiyoshi Kizuki,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-117,Sabrina's ESP,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-118,Secret Mission,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-119,Tickling Machine,Trainer,Rocket's Secret Machine,,,Uncommon,Sumiyoshi Kizuki,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-120,Vermilion City Gym,Trainer,Stadium,,,Uncommon,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-121,Blaine's Gamble,Trainer,,,,Common,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-122,Energy Flow,Trainer,,,,Common,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-123,Misty's Duel,Trainer,,,,Common,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-124,Narrow Gym,Trainer,Stadium,,,Common,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-125,Sabrina's Gaze,Trainer,,,,Common,Ken Sugimori,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-126,Trash Exchange,Trainer,,,,Common,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-127,Fighting Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-128,Fire Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-129,Grass Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-130,Lightning Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-131,Psychic Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym1-132,Water Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym1,Gym Heroes,Gym,2000/08/14,132
gym2-1,Blaine's Arcanine,Pokémon,Stage 1,90,Fire,Rare Holo,Ken Sugimori,2,40|120,3.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-2,Blaine's Charizard,Pokémon,Stage 2,100,Fire,Rare Holo,Ken Sugimori,2,20+|,3.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-3,Brock's Ninetales,Pokémon,Stage 1,70,Fire,Rare Holo,Ken Sugimori,1,30,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-4,Erika's Venusaur,Pokémon,Stage 2,90,Grass,Rare Holo,Ken Sugimori,2,|20,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-5,Giovanni's Gyarados,Pokémon,Stage 1,90,Water,Rare Holo,Ken Sugimori,2,|40,3.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-6,Giovanni's Machamp,Pokémon,Stage 2,100,Fighting,Rare Holo,Ken Sugimori,1,30×,3.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-7,Giovanni's Nidoking,Pokémon,Stage 2,120,Grass,Rare Holo,Ken Sugimori,2,|40+,3.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-8,Giovanni's Persian,Pokémon,Stage 1,60,Colorless,Rare Holo,Ken Sugimori,1,20+,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-9,Koga's Beedrill,Pokémon,Stage 2,80,Grass,Rare Holo,Ken Sugimori,2,20|70,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-10,Koga's Ditto,Pokémon,Basic,40,Colorless,Rare Holo,Ken Sugimori,2,|10,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-11,Lt. Surge's Raichu,Pokémon,Stage 1,80,Lightning,Rare Holo,Ken Sugimori,2,20+|40,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-12,Misty's Golduck,Pokémon,Stage 1,70,Water,Rare Holo,Ken Sugimori,2,40|,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-13,Misty's Gyarados,Pokémon,Stage 1,100,Water,Rare Holo,Ken Sugimori,1,70,3.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-14,Rocket's Mewtwo,Pokémon,Basic,70,Psychic,Rare Holo,Shin-ichi Yoshida,3,|20|60,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-15,Rocket's Zapdos,Pokémon,Basic,70,Lightning,Rare Holo,Shin-ichi Yoshida,2,20|70,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-16,Sabrina's Alakazam,Pokémon,Stage 2,80,Psychic,Rare Holo,Ken Sugimori,1,60,3.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-17,Blaine,Trainer,,,,Rare Holo,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-18,Giovanni,Trainer,,,,Rare Holo,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-19,Koga,Trainer,,,,Rare Holo,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-20,Sabrina,Trainer,,,,Rare Holo,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-21,Blaine's Ninetales,Pokémon,Stage 1,60,Fire,Rare,Ken Sugimori,1,50,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-22,Brock's Dugtrio,Pokémon,Stage 1,60,Fighting,Rare,Ken Sugimori,2,|60,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-23,Giovanni's Nidoqueen,Pokémon,Stage 2,100,Grass,Rare,Ken Sugimori,2,40|50+,3.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-24,Giovanni's Pinsir,Pokémon,Basic,70,Grass,Rare,Ken Sugimori,2,10+|40,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-25,Koga's Arbok,Pokémon,Stage 1,90,Grass,Rare,Ken Sugimori,2,|20,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-26,Koga's Muk,Pokémon,Stage 1,80,Grass,Rare,Ken Sugimori,1,40,3.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-27,Koga's Pidgeotto,Pokémon,Stage 1,60,Colorless,Rare,Ken Sugimori,2,30×|10+,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-28,Lt. Surge's Jolteon,Pokémon,Stage 1,70,Lightning,Rare,Ken Sugimori,2,20|30+,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-29,Sabrina's Gengar,Pokémon,Stage 2,90,Psychic,Rare,Ken Sugimori,2,20|40,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-30,Sabrina's Golduck,Pokémon,Stage 1,70,Water,Rare,Ken Sugimori,2,|20+,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-31,Blaine's Charmeleon,Pokémon,Stage 1,70,Fire,Uncommon,Ken Sugimori,2,30|,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-32,Blaine's Dodrio,Pokémon,Stage 1,70,Colorless,Uncommon,Ken Sugimori,1,50,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-33,Blaine's Rapidash,Pokémon,Stage 1,70,Fire,Uncommon,Ken Sugimori,2,20|30+,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-34,Brock's Graveler,Pokémon,Stage 1,70,Fighting,Uncommon,Atsuko Nishida,2,20|50,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-35,Brock's Primeape,Pokémon,Stage 1,70,Fighting,Uncommon,Ken Sugimori,1,60,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-36,Brock's Sandslash,Pokémon,Stage 1,70,Fighting,Uncommon,Atsuko Nishida,2,20|30,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-37,Brock's Vulpix,Pokémon,Basic,50,Fire,Uncommon,Ken Sugimori,2,|20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-38,Erika's Bellsprout,Pokémon,Basic,40,Grass,Uncommon,Ken Sugimori,1,,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-39,Erika's Bulbasaur,Pokémon,Basic,50,Grass,Uncommon,Ken Sugimori,2,10|,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-40,Erika's Clefairy,Pokémon,Basic,50,Colorless,Uncommon,Atsuko Nishida,2,|20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-41,Erika's Ivysaur,Pokémon,Stage 1,60,Grass,Uncommon,Ken Sugimori,1,40×,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-42,Giovanni's Machoke,Pokémon,Stage 1,80,Fighting,Uncommon,Ken Sugimori,2,60|20+,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-43,Giovanni's Meowth,Pokémon,Basic,40,Colorless,Uncommon,Atsuko Nishida,2,|20×,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-44,Giovanni's Nidorina,Pokémon,Stage 1,80,Grass,Uncommon,Ken Sugimori,2,30|20,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-45,Giovanni's Nidorino,Pokémon,Stage 1,70,Grass,Uncommon,Ken Sugimori,1,20+,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-46,Koga's Golbat,Pokémon,Stage 1,60,Grass,Uncommon,Ken Sugimori,2,20|30,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-47,Koga's Kakuna,Pokémon,Stage 1,60,Grass,Uncommon,Ken Sugimori,1,,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-48,Koga's Koffing,Pokémon,Basic,50,Grass,Uncommon,Ken Sugimori,2,10|30,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-49,Koga's Pidgey,Pokémon,Basic,40,Colorless,Uncommon,Atsuko Nishida,2,|20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-50,Koga's Weezing,Pokémon,Stage 1,70,Grass,Uncommon,Ken Sugimori,2,10+|20,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-51,Lt. Surge's Eevee,Pokémon,Basic,40,Colorless,Uncommon,Ken Sugimori,2,|20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-52,Lt. Surge's Electrode,Pokémon,Stage 1,70,Lightning,Uncommon,Ken Sugimori,1,30+,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-53,Lt. Surge's Raticate,Pokémon,Stage 1,60,Colorless,Uncommon,Ken Sugimori,2,|40,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-54,Misty's Dewgong,Pokémon,Stage 1,80,Water,Uncommon,Ken Sugimori,2,20|60,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-55,Sabrina's Haunter,Pokémon,Stage 1,70,Psychic,Uncommon,Ken Sugimori,2,20|,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-56,Sabrina's Hypno,Pokémon,Stage 1,70,Psychic,Uncommon,Ken Sugimori,2,|20×,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-57,Sabrina's Jynx,Pokémon,Basic,60,Psychic,Uncommon,Atsuko Nishida,2,|20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-58,Sabrina's Kadabra,Pokémon,Stage 1,70,Psychic,Uncommon,Ken Sugimori,2,|30,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-59,Sabrina's Mr. Mime,Pokémon,Basic,60,Psychic,Uncommon,Ken Sugimori,1,,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-60,Blaine's Charmander,Pokémon,Basic,50,Fire,Common,Ken Sugimori,1,20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-61,Blaine's Doduo,Pokémon,Basic,50,Colorless,Common,Ken Sugimori,2,20|10×,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-62,Blaine's Growlithe,Pokémon,Basic,60,Fire,Common,Ken Sugimori,2,|20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-63,Blaine's Mankey,Pokémon,Basic,40,Fighting,Common,Atsuko Nishida,2,|10×,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-64,Blaine's Ponyta,Pokémon,Basic,50,Fire,Common,Ken Sugimori,1,20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-65,Blaine's Rhyhorn,Pokémon,Basic,60,Fighting,Common,Ken Sugimori,2,30|20,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-66,Blaine's Vulpix,Pokémon,Basic,50,Fire,Common,Ken Sugimori,2,10|,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-67,Brock's Diglett,Pokémon,Basic,40,Fighting,Common,Ken Sugimori,2,20|40,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-68,Brock's Geodude,Pokémon,Basic,50,Fighting,Common,Ken Sugimori,1,10×,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-69,Erika's Jigglypuff,Pokémon,Basic,50,Colorless,Common,Ken Sugimori,2,|40-,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-70,Erika's Oddish,Pokémon,Basic,40,Grass,Common,Ken Sugimori,1,10,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-71,Erika's Paras,Pokémon,Basic,50,Grass,Common,Ken Sugimori,2,10|,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-72,Giovanni's Machop,Pokémon,Basic,50,Fighting,Common,Ken Sugimori,2,10|20×,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-73,Giovanni's Magikarp,Pokémon,Basic,30,Water,Common,Ken Sugimori,2,40|10×,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-74,Giovanni's Meowth,Pokémon,Basic,50,Colorless,Common,Ken Sugimori,2,|30,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-75,Giovanni's Nidoran ♀,Pokémon,Basic,50,Grass,Common,Ken Sugimori,2,20|30,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-76,Giovanni's Nidoran ♂,Pokémon,Basic,40,Grass,Common,Ken Sugimori,2,10×|30,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-77,Koga's Ekans,Pokémon,Basic,50,Grass,Common,Ken Sugimori,1,10,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-78,Koga's Grimer,Pokémon,Basic,50,Grass,Common,Ken Sugimori,2,|20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-79,Koga's Koffing,Pokémon,Basic,40,Grass,Common,Ken Sugimori,1,10,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-80,Koga's Pidgey,Pokémon,Basic,50,Colorless,Common,Ken Sugimori,2,10|20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-81,Koga's Tangela,Pokémon,Basic,50,Grass,Common,Atsuko Nishida,2,10|,2.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-82,Koga's Weedle,Pokémon,Basic,40,Grass,Common,Ken Sugimori,2,10|10,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-83,Koga's Zubat,Pokémon,Basic,40,Grass,Common,Ken Sugimori,1,10×,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-84,Lt. Surge's Pikachu,Pokémon,Basic,40,Lightning,Common,Atsuko Nishida,1,10+,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-85,Lt. Surge's Rattata,Pokémon,Basic,30,Colorless,Common,Atsuko Nishida,2,|10+,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-86,Lt. Surge's Voltorb,Pokémon,Basic,50,Lightning,Common,Atsuko Nishida,1,30,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-87,Misty's Horsea,Pokémon,Basic,50,Water,Common,Ken Sugimori,1,20,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-88,Misty's Magikarp,Pokémon,Basic,30,Water,Common,Ken Sugimori,2,|10,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-89,Misty's Poliwag,Pokémon,Basic,50,Water,Common,Ken Sugimori,2,20|,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-90,Misty's Psyduck,Pokémon,Basic,60,Water,Common,Ken Sugimori,1,,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-91,Misty's Seel,Pokémon,Basic,50,Water,Common,Ken Sugimori,2,10|10,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-92,Misty's Staryu,Pokémon,Basic,40,Water,Common,Ken Sugimori,1,20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-93,Sabrina's Abra,Pokémon,Basic,40,Psychic,Common,Ken Sugimori,2,10|40,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-94,Sabrina's Abra,Pokémon,Basic,50,Psychic,Common,Ken Sugimori,2,|10+,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-95,Sabrina's Drowzee,Pokémon,Basic,50,Psychic,Common,Ken Sugimori,2,|20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-96,Sabrina's Gastly,Pokémon,Basic,30,Psychic,Common,Ken Sugimori,2,10|30,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-97,Sabrina's Gastly,Pokémon,Basic,40,Psychic,Common,Atsuko Nishida,1,30,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-98,Sabrina's Porygon,Pokémon,Basic,40,Colorless,Common,Ken Sugimori,2,10|20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-99,Sabrina's Psyduck,Pokémon,Basic,50,Water,Common,Ken Sugimori,2,10|20,1.0,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-100,Blaine,Trainer,,,,Rare,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-101,Brock's Protection,Trainer,,,,Rare,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-102,Chaos Gym,Trainer,Stadium,,,Rare,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-103,Erika's Kindness,Trainer,,,,Rare,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-104,Giovanni,Trainer,,,,Rare,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-105,Giovanni's Last Resort,Trainer,,,,Rare,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-106,Koga,Trainer,,,,Rare,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-107,Lt. Surge's Secret Plan,Trainer,,,,Rare,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-108,Misty's Wish,Trainer,,,,Rare,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-109,Resistance Gym,Trainer,Stadium,,,Rare,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-110,Sabrina,Trainer,,,,Rare,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-111,Blaine's Quiz #2,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-112,Blaine's Quiz #3,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-113,Cinnabar City Gym,Trainer,Stadium,,,Uncommon,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-114,Fuchsia City Gym,Trainer,Stadium,,,Uncommon,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-115,Koga's Ninja Trick,Trainer,,,,Uncommon,Sumiyoshi Kizuki,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-116,Master Ball,Trainer,,,,Uncommon,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-117,Max Revive,Trainer,,,,Uncommon,Hikaru Koike,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-118,Misty's Tears,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-119,Rocket's Minefield Gym,Trainer,Stadium,,,Uncommon,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-120,Rocket's Secret Experiment,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-121,Sabrina's Psychic Control,Trainer,,,,Uncommon,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-122,Saffron City Gym,Trainer,Stadium,,,Uncommon,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-123,Viridian City Gym,Trainer,Stadium,,,Uncommon,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-124,Fervor,Trainer,,,,Common,Ken Sugimori,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-125,Transparent Walls,Trainer,,,,Common,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-126,Warp Point,Trainer,,,,Common,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-127,Fighting Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-128,Fire Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-129,Grass Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-130,Lightning Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-131,Psychic Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
gym2-132,Water Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,gym2,Gym Challenge,Gym,2000/10/16,132
hgss1-1,Arcanine,Pokémon,Stage 1,110,Fire,Rare Holo,Naoki Saito,2,50|90,2.0,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-2,Azumarill,Pokémon,Stage 1,90,Water,Rare Holo,Kouki Saitou,2,40|60,2.0,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-3,Clefable,Pokémon,Stage 1,80,Colorless,Rare Holo,Masakazu Fukuda,2,|40,1.0,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-4,Gyarados,Pokémon,Stage 1,130,Water,Rare Holo,Mitsuhiro Arita,2,50|80,3.0,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-5,Hitmontop,Pokémon,Basic,60,Fighting,Rare Holo,Ken Sugimori,2,20×|60,1.0,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-6,Jumpluff,Pokémon,Stage 2,90,Grass,Rare Holo,sui,2,10×|30,,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-7,Ninetales,Pokémon,Stage 1,90,Fire,Rare Holo,TOKIYA,1,60,1.0,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-8,Noctowl,Pokémon,Stage 1,90,Colorless,Rare Holo,Suwama Chiaki,1,40+,1.0,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-9,Quagsire,Pokémon,Stage 1,100,Water,Rare Holo,match,2,40|60,3.0,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-10,Raichu,Pokémon,Stage 1,90,Lightning,Rare Holo,match,2,30×|100,,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-11,Shuckle,Pokémon,Basic,60,Grass,Rare Holo,Sumiyoshi Kizuki,1,30,1.0,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-12,Slowking,Pokémon,Stage 1,80,Psychic,Rare Holo,Sumiyoshi Kizuki,1,30,2.0,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
hgss1-13,Wobbuffet,Pokémon,Basic,90,Psychic,Rare Holo,Yuka Morii,1,20×,2.0,hgss1,HeartGold & SoulSilver,HeartGold & SoulSilver,2010/02/10,124
